"id";"event_timestamp";"course_over_ground";"machine_id";"vehicle_weight_type";"speed_gps_kph";"latitude";"longitude"
14682571574;2015-11-17 00:11:35;191;9796;"HEAVY";75;-36.817792;174.750577
14682509210;2015-11-17 00:09:40;212;9796;"HEAVY";54;-36.799243;174.761942
14682595657;2015-11-17 00:12:16;207;9796;"HEAVY";72;-36.825515;174.749084
14682531266;2015-11-17 00:10:23;209;9796;"HEAVY";72;-36.805925;174.759387
14680908546;2015-11-16 23:21:58;11;9796;"HEAVY";77;-36.823223;174.750185
14680928929;2015-11-16 23:22:40;26;9796;"HEAVY";83;-36.814961;174.751084
14682509213;2015-11-17 00:09:56;193;9796;"HEAVY";64;-36.801562;174.76156
14680965652;2015-11-16 23:23:35;26;9796;"HEAVY";81;-36.805191;174.759527
14680965655;2015-11-16 23:23:47;10;9796;"HEAVY";77;-36.803001;174.760468
14680928926;2015-11-16 23:22:29;13;9796;"HEAVY";83;-36.817142;174.750248
14682531277;2015-11-17 00:10:36;217;9796;"HEAVY";72;-36.807887;174.757699
14682553628;2015-11-17 00:11:23;197;9796;"HEAVY";79;-36.815499;174.751166
14680983928;2015-11-16 23:24:32;53;9796;"HEAVY";46;-36.798701;174.762089
14680887056;2015-11-16 23:21:28;28;9796;"HEAVY";70;-36.828318;174.74702
14680947209;2015-11-16 23:23:02;37;9796;"HEAVY";89;-36.81104;174.754344
14680947222;2015-11-16 23:23:24;36;9796;"HEAVY";84;-36.807149;174.757994
14682553625;2015-11-17 00:11:12;214;9796;"HEAVY";83;-36.81353;174.752447
14682571578;2015-11-17 00:11:59;174;9796;"HEAVY";85;-36.822396;174.750344
14680965658;2015-11-16 23:23:54;353;9796;"HEAVY";66;-36.801721;174.760596
14682531282;2015-11-17 00:10:49;217;9796;"HEAVY";74;-36.809784;174.755911
14682509217;2015-11-17 00:10:10;201;9796;"HEAVY";73;-36.803801;174.760616
14682531273;2015-11-17 00:10:31;216;9796;"HEAVY";72;-36.807169;174.758377
14682571576;2015-11-17 00:11:48;180;9796;"HEAVY";76;-36.820172;174.750082
14680928935;2015-11-16 23:22:51;35;9796;"HEAVY";86;-36.812989;174.752593
14680947217;2015-11-16 23:23:13;36;9796;"HEAVY";90;-36.809089;174.756183
14682553621;2015-11-17 00:11:01;216;9796;"HEAVY";82;-36.811652;174.754183
14682571581;2015-11-17 00:12:04;192;9796;"HEAVY";83;-36.823446;174.750281
14682595663;2015-11-17 00:12:29;207;9796;"HEAVY";74;-36.827574;174.747729
14680887062;2015-11-16 23:21:40;28;9796;"HEAVY";76;-36.826303;174.748287
14680908539;2015-11-16 23:21:52;27;9796;"HEAVY";75;-36.824286;174.749676
14680983926;2015-11-16 23:24:08;357;9796;"HEAVY";32;-36.800102;174.759885
14680908558;2015-11-16 23:22:11;345;9796;"HEAVY";79;-36.820702;174.749802
14680908564;2015-11-16 23:22:17;1;9796;"HEAVY";79;-36.819534;174.749635
14680908551;2015-11-16 23:22:08;347;9796;"HEAVY";78;-36.821275;174.749982
