"id";"event_timestamp";"course_over_ground";"machine_id";"vehicle_weight_type";"speed_gps_kph";"latitude";"longitude"
14641375652;2015-11-15 17:20:42;155;3724;"HEAVY";69;-36.774206;174.744223
14641364291;2015-11-15 17:20:05;157;3724;"HEAVY";47;-36.769863;174.741931
14640728176;2015-11-15 16:38:18;337;3724;"HEAVY";82;-36.772125;174.74278
14640680482;2015-11-15 16:33:40;23;3724;"HEAVY";68;-36.824373;174.749528
14641456197;2015-11-15 17:25:05;216;3724;"HEAVY";68;-36.812305;174.753548
14641325943;2015-11-15 17:17:54;136;3724;"HEAVY";44;-36.757775;174.733938
14641482807;2015-11-15 17:26:28;208;3724;"HEAVY";69;-36.825686;174.749016
14640719290;2015-11-15 16:37:56;333;3724;"HEAVY";85;-36.776292;174.745273
14640735595;2015-11-15 16:39:02;334;3724;"HEAVY";92;-36.763381;174.738625
14640735593;2015-11-15 16:38:51;343;3724;"HEAVY";88;-36.765665;174.73965
14640719292;2015-11-15 16:38:07;332;3724;"HEAVY";88;-36.774207;174.743945
14640728181;2015-11-15 16:38:40;336;3724;"HEAVY";88;-36.767871;174.74058
14641304902;2015-11-15 17:16:41;94;3724;"HEAVY";28;-36.750655;174.726395
14641409080;2015-11-15 17:22:50;141;3724;"HEAVY";80;-36.796531;174.759641
14641398422;2015-11-15 17:22:17;152;3724;"HEAVY";84;-36.790794;174.754637
14641468423;2015-11-15 17:25:28;195;3724;"HEAVY";66;-36.815604;174.751101
14641315572;2015-11-15 17:17:19;141;3724;"HEAVY";57;-36.754262;174.730066
14641456200;2015-11-15 17:25:19;211;3724;"HEAVY";66;-36.814238;174.751863
14640680487;2015-11-15 16:34:31;27;3724;"HEAVY";84;-36.814842;174.751185
14640688610;2015-11-15 16:35:44;9;3724;"HEAVY";92;-36.80128;174.761256
14641432570;2015-11-15 17:23:39;196;3724;"HEAVY";37;-36.802733;174.761139
14640704400;2015-11-15 16:36:40;330;3724;"HEAVY";84;-36.790572;174.754078
14641482806;2015-11-15 17:26:15;196;3724;"HEAVY";71;-36.823649;174.750275
14641315573;2015-11-15 17:17:35;137;3724;"HEAVY";59;-36.756069;174.731934
14640688607;2015-11-15 16:35:24;29;3724;"HEAVY";92;-36.80552;174.759425
14641364292;2015-11-15 17:20:26;156;3724;"HEAVY";48;-36.772032;174.743064
14641342841;2015-11-15 17:19:14;155;3724;"HEAVY";53;-36.763347;174.738933
14640759131;2015-11-15 16:40:55;311;3724;"HEAVY";255;-36.751146;174.725656
14640728179;2015-11-15 16:38:29;337;3724;"HEAVY";85;-36.770019;174.7417
14641468428;2015-11-15 17:25:56;181;3724;"HEAVY";70;-36.82018;174.750064
14640696058;2015-11-15 16:35:59;330;3724;"HEAVY";92;-36.797988;174.760577
14640759118;2015-11-15 16:40:41;307;3724;"HEAVY";24;-36.751345;174.725852
14640759121;2015-11-15 16:40:50;303;3724;"HEAVY";0;-36.7512;174.725689
14641409079;2015-11-15 17:22:39;141;3724;"HEAVY";85;-36.794773;174.757885
14640711871;2015-11-15 16:37:24;332;3724;"HEAVY";90;-36.782286;174.749079
14640680484;2015-11-15 16:33:57;347;3724;"HEAVY";80;-36.821377;174.75005
14640680489;2015-11-15 16:34:42;34;3724;"HEAVY";86;-36.812909;174.752674
14640696061;2015-11-15 16:36:29;327;3724;"HEAVY";90;-36.792542;174.75553
14641325944;2015-11-15 17:18:24;139;3724;"HEAVY";29;-36.759474;174.735881
14640688609;2015-11-15 16:35:34;18;3724;"HEAVY";91;-36.80347;174.760509
14640704407;2015-11-15 16:37:02;333;3724;"HEAVY";83;-36.786415;174.751595
14640680483;2015-11-15 16:33:49;7;3724;"HEAVY";77;-36.822893;174.750187
14640751186;2015-11-15 16:40:19;317;3724;"HEAVY";62;-36.752934;174.727692
14640711875;2015-11-15 16:37:34;333;3724;"HEAVY";88;-36.780395;174.747819
14640680480;2015-11-15 16:33:11;24;3724;"HEAVY";57;-36.828477;174.746868
14640680485;2015-11-15 16:34:08;3;3724;"HEAVY";80;-36.819309;174.749674
14641353923;2015-11-15 17:19:30;163;3724;"HEAVY";63;-36.765484;174.739927
14641389228;2015-11-15 17:21:22;152;3724;"HEAVY";79;-36.780471;174.748177
14641389235;2015-11-15 17:21:33;153;3724;"HEAVY";84;-36.78248;174.749448
14641420561;2015-11-15 17:23:02;157;3724;"HEAVY";73;-36.798547;174.76123
14641432572;2015-11-15 17:24:00;204;3724;"HEAVY";51;-36.80486;174.760156
14640680492;2015-11-15 16:35:14;36;3724;"HEAVY";90;-36.80741;174.75788
14640759123;2015-11-15 16:40:53;309;3724;"HEAVY";5;-36.751169;174.725688
14641445062;2015-11-15 17:24:36;217;3724;"HEAVY";54;-36.808641;174.757041
14641398417;2015-11-15 17:21:55;153;3724;"HEAVY";85;-36.786696;174.752082
14640696060;2015-11-15 16:36:19;321;3724;"HEAVY";94;-36.794389;174.757166
14640735601;2015-11-15 16:39:12;327;3724;"HEAVY";90;-36.761394;174.737282
14640704404;2015-11-15 16:36:51;331;3724;"HEAVY";84;-36.788514;174.752822
14640742478;2015-11-15 16:39:23;321;3724;"HEAVY";82;-36.75948;174.735582
14641342840;2015-11-15 17:18:52;147;3724;"HEAVY";34;-36.761319;174.737568
14641420563;2015-11-15 17:23:15;178;3724;"HEAVY";53;-36.800505;174.761675
14640680481;2015-11-15 16:33:26;26;3724;"HEAVY";66;-36.826367;174.748291
14641389240;2015-11-15 17:21:44;153;3724;"HEAVY";86;-36.784599;174.750775
14640751184;2015-11-15 16:40:04;317;3724;"HEAVY";62;-36.754639;174.729579
14641493113;2015-11-15 17:26:42;208;3724;"HEAVY";66;-36.827807;174.7476
14641468426;2015-11-15 17:25:42;191;3724;"HEAVY";66;-36.817832;174.750548
14640680490;2015-11-15 16:34:53;37;3724;"HEAVY";87;-36.811045;174.754403
14641353925;2015-11-15 17:19:46;159;3724;"HEAVY";51;-36.767726;174.740821
14641398420;2015-11-15 17:22:06;152;3724;"HEAVY";81;-36.788753;174.753377
14641445061;2015-11-15 17:24:18;214;3724;"HEAVY";52;-36.806842;174.758729
14640680486;2015-11-15 16:34:20;13;3724;"HEAVY";81;-36.816955;174.750329
14641375654;2015-11-15 17:20:56;153;3724;"HEAVY";67;-36.776326;174.745546
14641375656;2015-11-15 17:21:10;153;3724;"HEAVY";70;-36.778482;174.746907
14640680491;2015-11-15 16:35:04;36;3724;"HEAVY";90;-36.809158;174.756237
14640688612;2015-11-15 16:35:51;350;3724;"HEAVY";92;-36.799709;174.761259
14641482805;2015-11-15 17:26:09;175;3724;"HEAVY";74;-36.822564;174.7504
