"id";"event_timestamp";"course_over_ground";"machine_id";"vehicle_weight_type";"speed_gps_kph";"latitude";"longitude"
14653117092;2015-11-15 23:49:03;355;40339;"HEAVY";81;-36.724956;174.714552
14770273688;2015-11-19 23:09:39;175;40339;"HEAVY";84;-36.725809;174.714856
14686247769;2015-11-17 01:59:12;157;40339;"HEAVY";24;-36.750664;174.726465
14776059902;2015-11-20 02:05:59;154;40339;"HEAVY";77;-36.734917;174.717681
14655195499;2015-11-16 00:52:52;174;40339;"HEAVY";14;-36.750698;174.726449
14768920983;2015-11-19 22:28:19;355;40339;"HEAVY";62;-36.727201;174.714772
14653097755;2015-11-15 23:48:51;355;40339;"HEAVY";77;-36.72733;174.714791
14777731430;2015-11-20 02:59:53;336;40339;"HEAVY";83;-36.735787;174.717945
14777771594;2015-11-20 03:01:30;342;40339;"HEAVY";94;-36.720272;174.713315
14777678151;2015-11-20 02:58:18;40;40339;"HEAVY";24;-36.750786;174.725363
14770330572;2015-11-19 23:10:59;167;40339;"HEAVY";71;-36.741359;174.720099
14678467865;2015-11-16 22:08:55;332;40339;"HEAVY";85;-36.733739;174.716679
14773300135;2015-11-20 00:41:27;151;40339;"HEAVY";71;-36.745382;174.722056
14655159696;2015-11-16 00:51:43;145;40339;"HEAVY";65;-36.748059;174.724011
14770310254;2015-11-19 23:10:46;166;40339;"HEAVY";73;-36.739156;174.719526
14773261685;2015-11-20 00:40:14;160;40339;"HEAVY";88;-36.732097;174.71606
14687501183;2015-11-17 02:37:34;347;40339;"HEAVY";92;-36.722043;174.713969
14777731440;2015-11-20 03:00:20;342;40339;"HEAVY";54;-36.73162;174.715609
14687446891;2015-11-17 02:35:33;331;40339;"HEAVY";77;-36.746723;174.72268
14774793816;2015-11-20 01:26:34;331;40339;"HEAVY";76;-36.733962;174.716879
14767416913;2015-11-19 21:43:18;145;40339;"HEAVY";71;-36.747871;174.723848
14767458154;2015-11-19 21:44:11;140;40339;"HEAVY";13;-36.75031;174.726189
14765696265;2015-11-19 20:50:26;337;40339;"HEAVY";81;-36.736015;174.718022
14777678149;2015-11-20 02:58:06;70;40339;"HEAVY";45;-36.751257;174.72398
14772006032;2015-11-20 00:02:18;347;40339;"HEAVY";82;-36.722225;174.713982
14773300132;2015-11-20 00:41:13;159;40339;"HEAVY";68;-36.743249;174.720805
14774793809;2015-11-20 01:26:23;337;40339;"HEAVY";89;-36.736013;174.718099
14773322954;2015-11-20 00:42:16;143;40339;"HEAVY";11;-36.750174;174.726074
14655056458;2015-11-16 00:48:56;159;40339;"HEAVY";89;-36.719539;174.713247
14682512697;2015-11-17 00:10:14;169;40339;"HEAVY";52;-36.740146;174.719774
14776042649;2015-11-20 02:05:36;166;40339;"HEAVY";85;-36.730675;174.715546
14653055050;2015-11-15 23:47:19;331;40339;"HEAVY";76;-36.745018;174.721541
14655137470;2015-11-16 00:51:31;150;40339;"HEAVY";83;-36.746094;174.72252
14678503996;2015-11-16 22:09:51;344;40339;"HEAVY";75;-36.722311;174.713909
14687446902;2015-11-17 02:35:45;334;40339;"HEAVY";85;-36.744595;174.72129
14776079006;2015-11-20 02:06:25;167;40339;"HEAVY";55;-36.739399;174.7196
14655159697;2015-11-16 00:52:00;140;40339;"HEAVY";45;-36.749911;174.725779
14772006036;2015-11-20 00:02:29;342;40339;"HEAVY";91;-36.719919;174.713183
14649987345;2015-11-15 22:09:52;167;40339;"HEAVY";31;-36.739578;174.719647
14650087559;2015-11-15 22:12:57;141;40339;"HEAVY";9;-36.750546;174.726411
14767377806;2015-11-19 21:42:07;160;40339;"HEAVY";76;-36.737069;174.718769
14768837549;2015-11-19 22:25:46;54;40339;"HEAVY";24;-36.750847;174.725277
14686227930;2015-11-17 01:59:06;141;40339;"HEAVY";49;-36.750218;174.726104
14655137468;2015-11-16 00:51:19;156;40339;"HEAVY";75;-36.743948;174.721145
14765625947;2015-11-19 20:48:42;49;40339;"HEAVY";21;-36.750806;174.725305
14678485773;2015-11-16 22:09:06;340;40339;"HEAVY";83;-36.731604;174.715566
14647963862;2015-11-15 21:05:55;332;40339;"HEAVY";86;-36.733773;174.716736
