"id";"event_timestamp";"course_over_ground";"machine_id";"vehicle_weight_type";"speed_gps_kph";"latitude";"longitude"
14744155853;2015-11-19 01:04:46;165;40509;"LIGHT";35;-36.738709;174.719367
14776671725;2015-11-20 02:25:40;302;40509;"LIGHT";23;-36.796691;174.760729
14776528432;2015-11-20 02:21:12;147;40509;"LIGHT";48;-36.760999;174.737635
14655593844;2015-11-16 01:05:24;168;40509;"LIGHT";70;-36.722819;174.71439
14746892956;2015-11-19 02:22:33;70;40509;"LIGHT";10;-36.750962;174.725244
14714113841;2015-11-18 01:06:18;152;40509;"LIGHT";77;-36.73382;174.716959
14744201981;2015-11-19 01:05:59;141;40509;"LIGHT";59;-36.749309;174.725158
14655613419;2015-11-16 01:06:24;152;40509;"LIGHT";85;-36.734365;174.717312
14674155261;2015-11-16 20:01:05;34;40509;"LIGHT";47;-36.754874;174.72777
14763949438;2015-11-19 19:59:26;334;40509;"LIGHT";77;-36.78426;174.7502
14744178676;2015-11-19 01:05:04;168;40509;"LIGHT";57;-36.740962;174.719967
14658569231;2015-11-16 02:40:21;57;40509;"LIGHT";32;-36.734077;174.717929
14776482906;2015-11-20 02:19:40;87;40509;"LIGHT";24;-36.750679;174.726398
14655593852;2015-11-16 01:05:50;175;40509;"LIGHT";76;-36.727516;174.714988
14732583019;2015-11-18 19:46:41;328;40509;"LIGHT";78;-36.748573;174.724073
14684437497;2015-11-17 01:06:07;152;40509;"LIGHT";69;-36.745072;174.721822
14714153133;2015-11-18 01:07:44;150;40509;"LIGHT";65;-36.746754;174.722982
14764028353;2015-11-19 20:02:12;316;40509;"LIGHT";54;-36.755609;174.73101
14776571231;2015-11-20 02:22:20;157;40509;"LIGHT";71;-36.771623;174.74326
14764135931;2015-11-19 20:04:52;355;40509;"LIGHT";73;-36.728505;174.714912
14777849398;2015-11-20 03:04:27;326;40509;"LIGHT";57;-36.786152;174.752074
14684349481;2015-11-17 01:03:45;172;40509;"LIGHT";60;-36.720516;174.713883
14776516351;2015-11-20 02:20:03;143;40509;"LIGHT";42;-36.752282;174.728329
14777912827;2015-11-20 03:06:11;337;40509;"LIGHT";68;-36.771628;174.743211
14714067580;2015-11-18 01:05:01;168;40509;"LIGHT";61;-36.722599;174.714352
14645981109;2015-11-15 20:04:11;310;40509;"LIGHT";5;-36.736297;174.717273
14655651079;2015-11-16 01:07:22;151;40509;"LIGHT";76;-36.745466;174.722076
14764094928;2015-11-19 20:03:40;344;40509;"LIGHT";83;-36.742035;174.720119
14746836644;2015-11-19 02:21:18;70;40509;"LIGHT";44;-36.751223;174.72436
14776551386;2015-11-20 02:21:30;155;40509;"LIGHT";63;-36.763014;174.738914
14684393994;2015-11-17 01:04:51;160;40509;"LIGHT";78;-36.732107;174.716044
14764135939;2015-11-19 20:05:17;352;40509;"LIGHT";79;-36.723987;174.714387
14732532921;2015-11-18 19:45:40;315;40509;"LIGHT";74;-36.757541;174.733271
14658508611;2015-11-16 02:38:09;349;40509;"LIGHT";70;-36.740311;174.71963
14684437498;2015-11-17 01:06:20;150;40509;"LIGHT";69;-36.747065;174.72321
